f0,f1,f2,f3,f4,label
-0.2983034945514468,-1.3751026278980067,-2.7139551515532023,-1.7844777575234225,1.3190942711056768,0
0.20619098202932656,-1.4092688216881704,1.0201715626577328,1.0874006795224656,-3.4071663686464806,0
0.9955485853622786,-0.875825615774208,1.9147028103042971,-0.3996729859570416,-0.2643737801918973,1
0.14425002281739083,-0.4353277573431178,1.4903062944474623,-0.3782085211487025,2.2921227206397514,1
0.2654038283485373,0.2926087669770875,0.04519237034166679,1.580586196119186,2.3141670251357986,1
0.01688505841989535,1.0648767769967193,0.3943876634830089,-0.429305221504105,0.5662684878678379,1
-0.9900262363062616,-3.442053599827123,0.16432685703555328,1.088446721554299,-1.4044825517168236,0
-0.24480024180630117,1.6360465969616724,-1.513059641794223,-0.017934723691814813,0.4530145593323369,1
-0.5164489417218157,-2.4718401933114116,-0.10677453461972242,-0.716147436189348,-0.8956088060052195,1
-1.0490069225704863,-0.3200693379831515,0.08754834730771144,0.9696053499692692,-1.5271035513971263,0
0.5070157644871914,-0.41025176966216226,1.5462743975204944,0.6699170703329629,-2.212508007700686,0
1.0730521590031268,-0.4095123063919839,1.98918517693056,-0.8381150313881178,-1.0620182944079029,1
0.5792901443048852,0.8630813398571059,-0.06914166851433212,1.1374519408174337,2.4096275062003576,1
1.4946885753643797,-1.7464568615007459,-1.8970718461792986,-1.3229688561027722,-1.3088260847087791,1
-0.7326841912576191,-1.046424373053393,0.3647520436703444,-1.9079466445419118,-1.914053194244008,1
-0.23239910650047158,-1.0075030986010416,0.9910841164416437,1.1854384672618488,-2.9913581255264594,0
0.8737830409601158,-1.5432715598631153,-2.3144691202259615,-1.1106218933734797,0.8604808978942762,0
0.9788935399127254,0.8122678444766341,0.4021913224130633,-0.5469261828497236,1.7091220810278358,1
0.7342442897029785,2.1512522999861954,-1.9600598420276873,0.7453764028282078,0.4377059116120793,1
-0.06639040409313654,0.40341135672457973,-0.10949767654293463,1.742979697423159,2.1490454750506105,1
-1.4690795606362084,-2.5556191433207243,1.528158495960016,0.8958730905834316,-3.4962528876204133,0
0.45109529658297826,-1.678577637125817,1.5546225747169684,0.7606389527465546,-0.7750782060341849,0
-1.0634016455178528,0.6684558651682754,-0.6621613847428311,0.7332738660569702,1.069021772916672,1
0.3785688680949161,-0.5889722210576722,-1.2733150442812096,-0.9348328779445588,-0.08139417611035882,0
0.17390804165650472,-1.5231948564863005,0.31181483857733117,-2.121222981231267,-2.1717280124380594,1
0.650281574959703,-1.5057971671802557,-1.061685675809239,-1.6444001925441147,-1.7272698793337158,0
-0.7669532388824308,-1.8175741235239087,3.04012999629414,-0.7285039541466055,-1.0833713466691386,1
0.5224186132825649,2.3524091721688167,-3.4052716265677163,0.733539015195499,0.4096608419366693,1
-0.5797009114736275,-2.805917900430635,-0.5493439214578444,0.4098063293939329,-0.14757669191175204,0
-0.15974664036521616,-2.1615134384951955,2.8797896912528405,0.09220158156404545,-3.9014642397413137,0
0.044243854223773756,-3.834472460512598,2.565131635280429,-0.40406551923835643,-1.9069007038021837,1
